,Relative_yield_change,yield_of_CT,Latitude,Longitude,Years_since_CT_started,Crop_rotation_CT,Crop_rotation_NT,ST,Soil_cover_in_CT,Soil_cover_in_CT,Soil_cover_in_CT,Soil_cover_in_CT,Weed_pest_control_CT,Weed_pest_control_NT,P,E,PB,Tave,Tmax,Tmin
2726,0.1919,2595.0,7.5,3.9,1,1,1,4,1435.0,976.0,1435.0,976.0,0.0,0.0,684.4,441.423,242.977,27.44,33.7616,22.35871
3155,-0.0387,15500.0,32.53,-83.85,3,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,468.0,659.161,-191.161,24.13333,34.95042,12.99181
874,-0.0896,3715.0,19.52,-98.83,3,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,911.3,680.005,231.295,13.5,23.79651,5.48964
3393,-0.0118,10933.0,-28.92,29.55,20,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,387.7,664.899,-277.199,8.77143,21.08856,3.85794
1288,-0.0602,12090.0,40.43,-86.92,15,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,414.8,525.415,-110.615,18.63333,29.7984,7.28592
2545,0.0028,2903.0,-14.93,34.88,1,0,0,4,1435.0,976.0,1435.0,976.0,0.0,0.0,991.1000009,905.3112985,85.789,26.98750019,28.99885215,15.60156742
3535,-0.0305,8687.0,35.55,110.13,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,340.5,420.908,-80.408,18.64,29.43789,2.67676
2626,-0.2131,1652.0,-19.58,31.23,11,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,440.5,651.133,-210.633,22.53333,28.11711,9.32528
1746,-0.0638,5081.0,-0.52,37.27,2,1,1,3,1435.0,1435.0,1435.0,1435.0,0.0,0.0,659.4,732.25,-72.85,20.875,31.60278,15.39401
2539,0.1042,4185.0,-14.93,34.88,1,0,0,4,1435.0,976.0,1435.0,976.0,0.0,0.0,991.1000009,905.3112985,85.789,26.98750019,28.99885215,15.60156742
793,-0.0292,9595.0,41.12,-96.5,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,616.1,573.728,42.372,19.55,28.75747,5.77022
3946,0.6777,4220.0,36.38,-79.69,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,538.4,595.625,-57.225,21.05,32.2319,7.10583
1672,-0.0709,12700.0,42.02,-93.75,31,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,573.4,561.393,12.007,19.71667,30.13879,5.57738
4353,0.0738,5864.0,35.32,106.07,6,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,265.3,384.166,-118.866,13.62,23.51321,-1.16091
3664,0.0244,8190.0,36.97,117.98,6,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,549.7,467.021,82.679,23.26,30.34392,15.63515
3388,0.0667,15434.0,-28.92,29.55,18,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,538.3,648.262,-109.962,7.8,18.91165,2.73168
1462,-0.0665,5710.0,38.0,-84.5,13,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,520.8,526.162,-5.362,20.41667,30.35739,8.60403
888,-0.5264,1537.0,19.52,-98.83,5,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,1068.1,661.247,406.853,13.44286,24.50043,6.99138
3986,0.0343,4545.0,34.3,-86.02,14,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,542.6,642.077,-99.477,22.13333,35.02888,6.68193
1129,-0.0993,9370.0,38.08,-86.15,6,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,524.9,550.974,-26.074,21.11667,31.31532,8.00487
844,-0.1313,6558.0,-27.8,-50.32,3,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,771.1,605.914,165.186,20.28333,25.23432,11.56289
861,0.0151,11457.0,39.55,100.75,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,-11.0,249.642,-260.642,13.62,27.77941,-5.48222
1632,-0.0588,10200.0,43.0,-92.5,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,541.0,476.404,64.596,17.1,27.43294,2.39289
1965,-0.2515,3940.0,44.73,-93.12,10,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,349.7,486.561,-136.861,17.1,30.02162,2.66798
1637,-0.1525,5900.0,43.0,-92.5,7,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,760.3,503.469,256.831,18.06667,31.50872,4.28239
2788,0.2808,3490.0,28.63,77.18,3,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,265.5,481.34,-215.84,30.82,41.46643,19.8821
4095,-0.2275,15479.0,45.47,-73.75,4,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,655.8,487.45,168.35,16.18333,25.99166,2.8238
3646,0.0519,8670.0,45.2,9.68,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,216.7,499.893,-283.193,15.98333,27.22127,5.96513
1473,-0.0827,8340.0,38.0,-84.5,18,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,367.8,567.965,-200.165,21.51667,31.46573,3.70733
4279,-0.0904,9688.0,35.67,107.87,5,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,329.4,409.06,-79.66,17.46,29.6094,1.26928
3868,-0.6356,3430.0,19.52,-98.83,14,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,1222.7,707.708,514.992,12.51429,22.15133,7.95546
869,0.223,4564.0,19.52,-98.83,3,0,0,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,911.3,680.005,231.295,13.5,23.79651,5.48964
4051,-0.0513,10882.0,40.47,-86.98,13,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,561.1,540.171,20.929,19.55,30.23676,1.81497
1166,-0.1154,10631.0,40.65,-104.98,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,197.5,567.114,-369.614,14.04286,29.94307,-9.69776
4226,0.0714,10360.0,23.9,91.32,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,964.5,386.3,578.2,28.675,33.52842,25.72533
1645,0.0328,6100.0,43.0,-92.5,13,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,374.4,503.274,-128.874,18.46667,30.74134,3.73351
2911,-0.0826,7750.0,40.83,-96.47,14,0,0,0,1435.0,976.0,1435.0,976.0,1.0,1.0,418.7999954,571.5766397,-152.777,21.03333362,32.86364943,5.623964371
2792,0.2105,9255.0,28.67,77.2,4,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,538.8,469.459,69.341,29.4,38.09192,19.49525
1641,-0.0595,8400.0,43.0,-92.5,11,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,480.7,517.035,-36.335,19.06667,30.73293,0.53368
3348,-0.0913,8460.0,29.07,77.77,1,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,620.4,527.555,92.845,29.72,37.36216,20.16451
2959,0.1064,9400.0,25.0,88.0,1,0,0,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,741.3,417.193,324.107,29.95,36.4225,27.06985
3843,-0.0387,8790.0,44.75,-93.07,19,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,380.2,512.046,-131.846,17.13333,29.65326,4.89069
4118,-0.35,7600.0,40.8,-96.67,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,569.0,554.804,14.196,20.45,31.07792,4.70649
2542,0.6234,2881.0,-14.97,34.73,1,0,0,2,1435.0,976.0,1435.0,976.0,0.0,0.0,961.1999922,630.7558451,330.444,24.81666692,25.05818422,15.08641692
1695,0.1413,9340.0,44.22,-73.26,6,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,548.7,427.929,120.771,12.98571,24.70334,-5.42105
562,-0.0677,13300.0,39.8,-90.82,6,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,895.4,576.611,318.789,21.33333,31.31466,6.93685
2605,0.2025,5268.0,37.99,-100.82,4,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,390.1,599.818,-209.718,21.21667,33.81494,5.66872
1443,0.0588,17000.0,31.38,72.03,2,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,202.1,384.957,-182.857,31.72,41.81672,19.74682
515,-0.2022,9050.0,42.75,-76.58,3,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,483.9,534.888,-50.988,16.14286,30.41045,1.28876
3538,0.1028,8359.0,35.55,110.13,7,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,353.6,423.968,-70.368,19.22,28.41125,5.12454
3145,-0.4436,2570.0,28.63,77.15,4,1,1,0,1435.0,976.0,1435.0,976.0,1.0,1.0,410.0,475.816,-65.816,30.7,38.48885,17.90754
1456,0.2435,4640.0,38.0,-84.5,12,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,632.1,503.966,128.134,20.15,29.33674,6.41483
1518,0.04,7500.0,25.58,85.4,8,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,398.7,432.079,-33.379,30.5,37.48028,25.51267
3909,-0.3763,8690.0,44.87,20.33,26,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,349.9,541.295,-191.395,18.98571,32.13131,5.97867
1398,-0.0602,9630.0,31.42,73.07,1,1,1,0,1163.0,1163.0,1163.0,1163.0,0.0,0.0,191.3,546.572,-355.272,31.38,40.41361,20.41231
3988,-0.0328,8104.0,34.3,-86.02,15,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,838.3,595.544,242.756,21.96667,30.85223,9.8688
1582,-0.1716,10900.0,45.61,17.86,5,0,0,0,976.0,976.0,976.0,976.0,0.0,0.0,489.5,512.061,-22.561,17.58571,29.77124,5.90084
2948,0.3529,9623.0,41.8,1.12,20,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,159.8,667.161,-507.361,19.7625,34.45457,5.2742
2526,-0.0297,5766.0,-14.49,35.25,3,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,724.3,1020.887,-296.587,30.075,31.11509,17.37379
4057,-0.1025,12061.0,40.47,-86.98,16,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,719.1,490.112,228.988,18.5,28.35973,5.22823
2150,0.0462,16461.0,-34.67,-71.63,7,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,94.8,777.004,-682.204,21.46667,25.99207,7.18521
2746,0.0253,9080.0,51.03,17.35,4,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,484.3,405.625,78.675,14.24286,26.06737,3.71739
4044,-0.1696,7288.0,40.25,-85.15,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,518.8,531.091,-12.291,18.9,29.14876,1.58776
579,0.1224,9800.0,40.42,-83.25,51,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,464.4,536.397,-71.997,19.36667,32.85749,5.52775
1401,-0.0317,6630.0,44.07,-93.52,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,476.9,506.731,-29.831,17.8,30.96772,4.10116
727,-0.2367,10581.0,-37.75,-58.3,6,0,0,1,1435.0,976.0,1435.0,976.0,0.0,0.0,796.4,664.476,131.924,18.64286,28.47854,8.17972
3908,-0.3374,8980.0,44.87,20.33,26,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,349.9,541.295,-191.395,18.98571,32.13131,5.97867
1931,0.0387,9050.0,35.65,107.85,2,0,0,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,331.2,430.361,-99.161,16.76,28.86081,3.28446
794,-0.071,8579.0,41.12,-96.5,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,616.1,573.728,42.372,19.55,28.75747,5.77022
4053,-0.0675,8266.0,40.47,-86.98,14,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,335.4,546.436,-211.036,19.68333,32.4931,2.44523
3941,-0.0086,6990.0,43.0,-80.08,14,0,0,2,1435.0,976.0,1435.0,976.0,0.0,0.0,249.9,486.537,-236.637,17.73333,25.59522,7.54019
641,0.2031,6400.0,45.5,-73.58,11,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,521.4,443.414,77.986,15.08333,24.47484,3.65757
3653,-0.23,21000.0,45.2,9.68,1,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,134.9,488.709,-353.809,15.9,24.49918,5.16301
475,0.1516,8102.0,38.19,-84.87,3,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,684.5,533.719,150.781,20.56667,29.89469,7.46473
1970,-0.612,7247.0,44.73,-93.12,14,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,777.1,428.665,348.435,15.41667,26.56657,1.82102
2592,0.1054,5958.0,37.99,-100.82,3,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,364.0,572.642,-208.642,19.46667,31.78592,3.43443
3402,-0.1177,10933.0,-28.92,29.55,23,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,279.1,664.093,-384.993,8.02857,20.75053,1.0267
1924,0.4495,4038.0,-29.53,30.28,13,1,1,4,1435.0,976.0,1435.0,976.0,0.0,0.0,560.0,695.686,-135.686,18.8375,28.19726,3.33722
3931,-0.312,9230.0,43.63,-80.03,1,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,527.1000137,441.4342338,85.666,15.95000013,26.6362541,5.018897764
872,-0.0571,4520.0,19.52,-98.83,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,911.3,680.005,231.295,13.5,23.79651,5.48964
2596,-0.0611,5143.0,37.99,-100.82,3,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,364.0,572.642,-208.642,19.46667,31.78592,3.43443
3850,-0.4583,11520.0,44.75,-93.07,20,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,489.1,468.903,20.197,16.03333,26.37735,2.8024
543,-0.0365,13700.0,40.42,-83.25,50,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,647.8,510.915,136.885,19.05,32.46772,5.53272
4005,-0.1616,7010.0,34.3,-86.02,19,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,619.4,646.371,-26.971,23.25,32.34329,8.52078
3270,0.0409,11000.0,28.67,77.2,1,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,843.5,449.03,394.47,29.74,40.53674,20.90237
3417,-0.049,10200.0,40.42,-86.87,13,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,511.3,531.315,-20.015,20.05,29.00681,7.15509
2432,-0.2745,6420.0,43.3,-89.35,12,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,522.0,479.785,42.215,18.35,30.04979,3.83426
1622,0.0646,3635.0,34.3,-79.73,10,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,667.2,624.981,42.219,23.25,33.42112,9.48918
3638,-0.141,9080.0,45.2,9.68,1,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,134.9,488.709,-353.809,15.9,24.49918,5.16301
1877,0.0784,5100.0,45.87,-81.92,10,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,311.1,505.095,-193.995,12.9,21.61279,2.85842
528,0.025,8000.0,39.8,-90.82,7,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,386.7,569.084,-182.384,20.98333,33.27053,6.80028
3344,-0.0879,8690.0,29.07,77.77,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,627.7,516.065,111.635,29.98,37.5226,17.66174
1471,0.3531,3200.0,38.0,-84.5,18,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,367.8,567.965,-200.165,21.51667,31.46573,3.70733
2066,0.1126,9410.0,43.18,-89.92,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,625.2,486.026,139.174,18.05,29.05464,3.61372
2485,-0.0833,2400.0,-2.35,30.25,2,0,0,3,1435.0,976.0,1435.0,976.0,0.0,0.0,558.3,512.182,46.118,24.425,26.6788,17.19974
486,-0.0293,5181.0,44.45,26.52,3,0,0,1,1435.0,976.0,1435.0,976.0,0.0,0.0,256.3,513.395,-257.095,21.14,35.06228,8.55298
664,0.0166,7912.0,47.68,19.6,15,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,435.800005,519.5685593,-83.769,17.28571415,27.77336465,6.381276777
1466,0.0798,4010.0,38.0,-84.5,14,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,700.5,538.405,162.095,21.33333,33.3985,8.79652
2405,-0.1689,6570.0,40.65,-104.98,4,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,267.2,553.256,-286.056,13.92857,31.38396,-4.81392
744,-0.178,4550.0,42.22,-82.73,4,0,0,1,1435.0,976.0,1435.0,976.0,0.0,0.0,253.6,545.946,-292.346,19.48333,28.52332,9.11171
2601,0.3333,4516.0,37.99,-100.82,4,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,390.1,599.818,-209.718,21.21667,33.81494,5.66872
484,-0.0242,6324.0,44.45,26.52,7,0,0,1,1435.0,976.0,1435.0,976.0,0.0,0.0,294.4,488.56,-194.16,20.02,32.0074,8.61479
1176,-0.0647,10533.0,40.65,-104.98,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,223.0,576.644,-353.644,14.8,31.98261,-5.42037
42,-0.1622,3390.0,45.42,-73.93,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,642.0,484.948,157.052,16.16667,26.13306,2.31443
1287,-0.026,9464.0,40.43,-86.92,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,775.7,488.06,287.64,18.38333,28.71078,5.11918
2599,0.5457,4829.0,37.99,-100.82,4,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,390.1,599.818,-209.718,21.21667,33.81494,5.66872
3845,-0.1732,10220.0,44.75,-93.07,19,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,380.2,512.046,-131.846,17.13333,29.65326,4.89069
2430,-0.1658,9683.0,43.3,-89.35,11,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,554.3,479.931,74.369,17.71667,28.13424,5.21823
4049,-0.0501,3889.0,39.03,-85.52,4,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,527.4,554.448,-27.048,20.1,32.13412,3.14611
3980,-0.0321,6847.0,34.3,-86.02,12,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,660.3,589.067,71.233,23.05,32.42423,11.67686
2228,-0.1205,5810.0,45.3,-73.35,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,556.9,471.576,85.324,15.75,26.07689,2.89739
580,-0.237,13500.0,40.42,-83.25,52,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,465.0,503.426,-38.426,18.58333,28.37883,6.33503
3647,0.0745,3490.0,45.2,9.68,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,216.7,499.893,-283.193,15.98333,27.22127,5.96513
804,-0.1338,4536.0,41.12,-96.5,2,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,1027.5,504.866,522.634,18.36667,29.26888,4.1768
1703,-0.4299,1070.0,-0.75,37.75,2,1,1,1,976.0,976.0,976.0,976.0,0.0,0.0,630.9,774.199,-143.299,23.7,32.22831,17.98771
1731,0.0491,4946.0,-0.52,37.27,1,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,565.7,780.391,-214.691,21.325,30.64233,15.96019
878,-0.0517,5340.0,19.52,-98.83,4,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,989.4,684.772,304.628,13.0,24.19251,6.46757
991,-0.0965,7460.0,34.03,-83.42,4,0,0,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,706.9,612.278,94.622,22.36667,31.32285,8.86395
1839,0.0741,2700.0,7.5,3.9,4,1,1,4,1435.0,976.0,1435.0,976.0,0.0,0.0,677.8,498.142,179.658,28.12,34.2233,23.29779
4004,-0.1119,7595.0,34.3,-86.02,19,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,619.4,646.371,-26.971,23.25,32.34329,8.52078
634,-0.0729,9600.0,45.5,-73.58,7,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,556.9,471.576,85.324,15.75,26.07689,2.89739
1105,-0.2708,14400.0,20.73,-101.32,7,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,592.1,710.877,-118.777,19.52857,32.77286,12.24747
2946,0.1229,10857.0,41.8,1.12,20,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,159.8,667.161,-507.361,19.7625,34.45457,5.2742
1730,0.0159,5081.0,-0.52,37.27,1,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,565.7,780.391,-214.691,21.325,30.64233,15.96019
526,0.0394,12700.0,39.8,-90.82,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,704.7,507.529,197.171,19.11667,28.68951,5.74631
4062,-0.0568,13460.0,40.47,-86.98,20,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,414.8,525.415,-110.615,18.63333,29.7984,7.28592
3153,0.66,10000.0,32.53,-83.85,3,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,468.0,659.161,-191.161,24.13333,34.95042,12.99181
1644,0.1351,7400.0,43.0,-92.5,13,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,374.4,503.274,-128.874,18.46667,30.74134,3.73351
760,-0.0597,8540.0,42.22,-82.73,11,0,0,1,1435.0,976.0,1435.0,976.0,0.0,0.0,420.1,556.534,-136.434,19.36667,25.53342,10.18117
4129,-0.1588,7370.0,40.8,-96.67,12,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,537.4,554.393,-16.993,19.51667,31.51285,5.7009
4277,0.0907,9133.0,35.67,107.87,3,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,320.1,406.935,-86.835,16.04,28.3571,1.87061
1964,0.255,1937.0,44.73,-93.12,10,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,349.7,486.561,-136.861,17.1,30.02162,2.66798
3408,0.181,7460.0,-28.92,29.55,25,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,525.1,679.758,-154.658,8.3,21.32608,3.09542
3326,-0.1181,12700.0,42.02,-93.75,15,0,0,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,447.3,549.174,-101.874,19.25,30.55226,2.8713
1734,0.0122,4432.0,-0.52,37.27,1,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,565.7,780.391,-214.691,21.325,30.64233,15.96019
1873,0.1923,7800.0,45.87,-81.92,6,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,422.6,501.535,-78.935,12.43333,23.78939,2.99278
4347,0.0158,4619.0,35.32,106.07,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,221.2,405.638,-184.438,14.36,24.17025,0.68001
3150,-0.008,25100.0,32.53,-83.85,2,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,847.1,683.766,163.334,24.78333,34.86976,10.59911
2431,-0.1758,9716.0,43.3,-89.35,11,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,554.3,479.931,74.369,17.71667,28.13424,5.21823
572,-0.0769,9100.0,41.48,-84.15,47,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,460.5,525.209,-64.709,19.91667,31.36946,6.17142
1643,-0.1481,5400.0,43.0,-92.5,12,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,402.0,554.296,-152.296,19.71667,31.54964,-0.20791
3899,-0.6532,8680.0,44.87,20.33,23,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,201.1,556.621,-355.521,19.92857,32.23464,10.08076
232,-0.3216,12780.0,52.43,16.9,10,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,271.8,418.851,-147.051,14.98571,25.59155,2.9699
827,-0.0915,7760.0,42.02,-93.75,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,550.9,490.997,59.903,18.71667,28.17155,5.35148
3346,-0.0988,8727.0,29.07,77.77,4,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,589.0,521.901,67.099,30.44,40.54478,18.49906
1369,-0.5357,2800.0,11.59,37.38,2,1,1,1,1435.0,1435.0,1435.0,1435.0,0.0,0.0,1110.5,779.029,331.471,17.8125,26.44554,12.10658
742,-0.704,8920.0,42.22,-82.73,3,0,0,1,1435.0,976.0,1435.0,976.0,0.0,0.0,323.9,540.809,-216.909,19.83333,25.6416,10.45753
1651,-0.0309,9700.0,42.02,-93.75,17,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,547.8,524.161,23.639,19.65,29.8668,4.74574
160,-0.5251,21900.0,34.28,-85.97,2,0,0,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,799.6,609.677,189.923,22.01667,31.09053,10.40166
1633,-0.0654,10700.0,43.0,-92.5,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,541.0,476.404,64.596,17.1,27.43294,2.39289
249,-0.2909,8553.0,45.93,17.02,15,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,527.7,498.005,29.695,16.12857,28.04123,6.77226
3409,0.2568,7010.0,-28.92,29.55,25,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,525.1,679.758,-154.658,8.3,21.32608,3.09542
3947,0.633,4060.0,36.38,-79.69,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,538.4,595.625,-57.225,21.05,32.2319,7.10583
2487,-0.6471,1700.0,-2.35,30.25,2,0,0,3,1435.0,976.0,1435.0,976.0,0.0,0.0,558.3,512.182,46.118,24.425,26.6788,17.19974
3008,-0.1587,6300.0,45.12,-73.83,3,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,666.3,425.557,240.743,12.08571,26.04839,-4.40017
4138,-0.1582,7460.0,40.8,-96.67,16,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,671.3,577.806,93.494,20.15,32.17956,5.23656
1955,-0.0176,9720.0,44.73,-93.12,3,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,557.2,463.262,93.938,16.46667,29.70962,4.91865
764,-0.2815,10800.0,42.22,-82.73,12,0,0,1,1435.0,976.0,1435.0,976.0,0.0,0.0,425.9,510.382,-84.482,18.18333,27.80017,7.15456
3323,-0.0513,11700.0,42.02,-93.75,14,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,445.2,535.055,-89.855,19.2,30.0553,4.95569
243,0.1271,11800.0,50.62,3.57,14,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,526.4,393.164,133.236,14.11429,23.12823,4.51994
3659,0.0219,6840.0,45.2,9.68,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,216.7,499.893,-283.193,15.98333,27.22127,5.96513
1671,-0.049,10200.0,42.02,-93.75,31,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,573.4,561.393,12.007,19.71667,30.13879,5.57738
3663,0.0343,8740.0,36.97,117.98,6,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,549.7,467.021,82.679,23.26,30.34392,15.63515
3399,0.0104,12347.0,-28.92,29.55,22,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,332.3,697.401,-365.101,8.31429,21.2642,1.92811
2962,0.1052,9410.0,25.0,88.0,2,0,0,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,1338.6,381.209,957.391,29.3,34.18875,26.68599
